kaite 凯特
qingcexianyunju 轻策闲云居
shoulieyugewuzhiying 狩猎与歌舞之营
xingchenyushenyuanzhilv 星辰与深渊之旅
chenxiguoyuan 晨曦果园
zhenggezhiting 正格之庭
xingyitangquan 醒意汤泉
cunzhongniying 村中匿影
zhishejiuxu 枝社旧绪
qianjunzhirongyanbingchang 千军致戎演兵场
qiongpianbianyuye 琼片遍郁野
xiayedezhuixiang 夏夜的追想
yingrandejiexiang 樱染的街巷
xiajiushunmengjian 遐久瞬梦间
qianzhenzhiye 千振致业
chenmoshushe 沉墨书舍
fengxiangchawuyishizhong 枫香茶雾一室中
xunlinchangtudebaiqianqushi 巡林常途的百千趣事
ningtingdeqicanmingcai 凝停的绮璨明彩
zhiliezhiqiangdechunxiang 至烈至强的醇香
shijianchenjiangzhidi 识见沉降之地
zanbiexuanraoyufanyou 暂别喧扰与烦忧
cunshenyuchenshazhijing 存身于尘沙之境
fannaochangwangdeshiji 繁闹畅旺的市集
qipingyuqingsenshenchu 栖凭于清森深处
xiaoranxuanwudeziying 翛然旋舞的姿影
shuipandeningjingshiguang 水畔的宁静时光
wanjufengshidejuluo 婉拒风蚀的聚落
lvtuandebingzhenxiongzi 旅团的兵阵雄姿
youfangyutianmizhizhong 幽芳与恬谧之中
linyeyushamodehezou 林野与沙漠的合奏
yumianyanfangqiang 玉面檐枋墙
shensemuzhigongxuanqiang 深色木制拱券墙
chuixiangmuchuantongdiban 垂香木传统地板
yisefanggedizhuan 异色方格地砖
chuixiangmufanggetianhuaban 垂香木方格天花板
anwenfanggetianhuaban 暗纹方格天花板
shuangcengzhutaidiaodeng 双层烛台吊灯
shiyunhengtong 时运亨通
heqizhixiang 和气致祥
nanguaguiguaikuanghuanye 南瓜鬼怪狂欢夜
feigeliudan 飞阁流丹
jibeihuamuzhejiaoguitai 极北桦木折角柜台
gudianshamuchucanggui 古典杉木储藏柜
yishiyushuyefanfeijian 易逝于书页翻飞间
duozhongcanweisongmuyuanzhuo 多重餐位松木圆桌
songmukezhanguitai 松木客栈柜台
jueyunchenwu 绝云晨雾
shangquhongxia 上取红霞
yuzanjinbi 玉簪金璧
bujuandexunsuo 不倦的寻索
mingzhulanfang 明烛兰芳
danlandecongrong 淡蓝的从容
tianmideweizhuang 甜蜜的伪装
tingfengdesixu 听风的思绪
xiangyeminju 乡野民居
yuankongcengyun 远空层云
wuminggaoya 无名高崖
minlinqianfeng 珉林千峰
zhanzhongchunhong 盏中春红
wuhaidiezhang 雾海叠嶂
mubanhuacantingzhaopai 木版画餐厅招牌
mingjingdehuapingxingbideng 明净的花瓶形壁灯
banjiudeyuandun 半旧的圆盾
banjiudedunpai 半旧的盾牌
banjiudedanshoujian 半旧的单手剑
zhandouyizhiqi 战斗意志旗
chunjinglinghunqi 纯净灵魂旗
qishituanjiandunhuizhang 骑士团剑盾徽章
biguashijiluban 壁挂式记录板
biguashiguanggaopai 壁挂式广告牌
jinduanbulian 锦缎布帘
gancaoluwu 干草庐屋
gancaohuozhan 干草货站
liangxuanqianshi 梁悬千石
gudaochaxiang 古道茶香
yuewoyanshang 月卧檐上
shengqingtongyin 笙磬同音
duozhonggongmendemengdejianzhu 多重拱门的蒙德建筑
xuantiaogeloudemengdeminju 悬挑阁楼的蒙德民居
bujuchaoshidemengdegongyu 不惧潮湿的蒙德公寓
kangjikuangfengdemengdejiuwu 抗击狂风的蒙德旧屋
shengyipingwendeshuiguotanwei 生意平稳的水果摊位
huamutingyuanzhengmen 桦木庭院正门
diaohuatingyuanqiangwei 雕花庭院墙尾
diaohuatingyuanweiqiang 雕花庭院围墙
guoshushangfandelaolei 果蔬商贩的劳累
cangcuicunhongzhong 苍翠寸泓中
suoshuidehuatan 锁水的花坛
hongyidoulidaocaoren 红衣斗笠稻草人
cheliyuanlai 车笠远来
kaifangshisongmuchugui 开放式松木橱柜
lianjinhechengtai 炼金合成台
zhenxiaoyuntiangu 震晓云天鼓
tingzhongzhaomu 庭中朝暮
yeguanqisu 夜观七宿
xinbuqianlin 信步前林
yanxiachunqiu 檐下春秋
yijiaoyoufang 一角幽芳
beilianzhuguan 贝联珠贯
qianmozhian 阡陌之安
yunmentongda 云门通达
jieliutinghua 阶柳庭花
mugeyufengche 牧歌与风车
dadaojinxiu 大道锦绣
shenggedingfei 笙歌鼎沸
chuchengdeputaoteng 初成的葡萄藤
chengkundemucai 成捆的木材
fangyudeshamuhuoxiang 防雨的杉木货箱
xiangjiandechatan 乡间的茶摊
xiarilinzhongdeshengyan 夏日林中的盛宴
gugaoerzhuozi 古高尔桌子
huahaideyaolan 花海的摇篮
qingyudelizan 轻羽的礼赞
lanhaidebaoqian 蓝海的宝钱
monvdechongchang 魔女的重唱
pengpengguodetiankongzhimeng 蓬蓬果的天空之梦
xiarilinzhongdexiangdao 夏日林中的向导
lianbingchangmuzhuangzhijia 练兵场木桩支架
xiarilinzhongdexinshi 夏日林中的信使
gugaoeryizi 古高尔椅子
mengjianmuzhangzhuo 梦见木长桌
mengjianmufangdeng 梦见木方凳
qiantingjingnianchi 前庭净念池
songzhuhoumuxi 松株侯暮夕
budongmingyao 不动明耀
banlanyuqingliezhixia 斑斓与清冽之夏
zhenjingzhifei 真静之扉
sanzhitongming 三咫通明
baishimingzhulideng 白石鸣驻立灯
yugamumingzhulideng 御伽木鸣驻立灯
lingzhaoyunchi 灵沼云池
fengmugongdingqiang 枫木拱顶墙
fengmufanggetianhuaban 枫木方格天花板
fengmuhecaidiban 枫木褐彩地板
xuanjingxuzhi 轩景徐至
yiyitongxin 一意同心
jiedaozhengze 竭蹈正则
fangcunanchang 方寸安常
shichengjianyong 适称兼用
tiezhongzhengzheng 铁中铮铮
lishixungan 粝食寻甘
zhangzhuwuti 长瞩无替
jumuweiyi 举目威仪
yugamuchuliangtuiche 御伽木储粮推车
anfuzhidao 安复之道
yugamujianyigongpeng 御伽木简易工棚
xingyuanxuyin 幸愿煦音
shewushunyi 社务顺易
yingchenbudao 樱尘步道
qianchiningwang 浅赤凝望
duzhenglishi 度正礼适
fengqingzhifei 风清之扉
yanxingzhanshu 颜行展舒
anjieqianqia 安节谦洽
wandouchuji 万斗储集
bengshizhiyu 崩石之御
roumuyizou 柔睦一陬
tingzhongyinji 庭中隐际
jiushitingqiang 旧市町墙
mengjianmuzhongnianludeng 梦见木重念路灯
kongquemulianzaoludeng 孔雀木连造路灯
xiangyu 响羽
qingyao 清曜
shibian 示边
fengmubumianlimaowanou 枫木布面狸猫玩偶
fengmubumianbaihuwanou 枫木布面白狐玩偶
xiushiyingsan 朽石荧伞
yugamuliuyongmutong 御伽木六用木桶
qinglaizhenwu 清籁镇物
xiachechengquan 下彻澄泉
liangxunze 两训则
zhongtingzhushuiming 中庭竹水鸣
yugamuzongzhijiuxianghuatan 御伽木纵置久香花坛
yugamuhengzhisancaihuatan 御伽木横置散彩花坛
kongquemubianzhigaoshipai 孔雀木遍知告示牌
enfanzhizhan 恩返之盏
zhutiefanyongluju 铸铁泛用炉具
zheyinguang 遮隐光
baoxin 薄馨
tingweiyingpan 霆威萦盘
xirifeiyue 昔日绯月
leizhaosuxin 雷照素心
xianguang 显光
yaoshanyankong 遥山烟空
shuisexuanman 水色绚缦
wuhaiguyue 雾海孤岳
wuhaijiuyi 雾海旧仪
xuanteng 喧腾
mengjianmulidaizhewujia 梦见木礼待着物架
shenzhixiujuebudaohuhu 神之嗅觉不倒狐狐
zhenshichuyibudaolili 真实厨艺不倒狸狸
yingbanzhike 萦绊之刻
bingganshilu 饼干石路
bingchequanpu 冰澈泉瀑
zhanshanhanghai 栈山航海
jinxiangyuzhi 金相玉质
dengxijiajing 灯夕佳景
zibaofupeng 赀宝浮棚
qinghongfupeng 晴虹浮棚
qingjiejiaqulirushan 庆节嘉趣礼如山
xiangyunwanhongfeiduanzhuyi 祥云宛虹飞缎柱衣
jinwenyujiechusuidanzhi 金纹羽节除祟丹帜
chengjingrulian 澄净如莲
yuanchenjiqing 元辰吉庆
yunkaishitai 运开时泰
haiqihuajiu 海祇话旧
yishishanhu 一室珊瑚
fengmozhiwu 风沫之屋
feishengtengshi 飞升腾实
qiao 奇奥
wencai 文彩
limaobaobaoheyingban 狸猫抱抱合影板
huxiangongsixiandinghuaqi 狐仙宫司限定画旗
zhongxingcanguanzhuanyongluzao 重型餐馆专用炉灶
youyouzhihuo 优悠之火
yunhanfengzhi 云翰风致
quzhongchaxiang 曲中茶香
changletongzuo 长乐同座
qietingfenjie 且听分解
qiaoshang 巧上
qiaoxia 巧下
hongtuhuagou 鸿图华构
yishan 移山
pingqiu 平丘
dongyouzhuyuan 洞幽烛远
jizouyinlvhua 疾奏音律花
chengningdexingguang 澄凝的星光
tianxianghuanzhuan 天象寰转
dudukedexiarishiguang 嘟嘟可的夏日时光
dudukedechuyouxingnang 嘟嘟可的出游行囊
dudukedehuhukaolu 嘟嘟可的呼呼烤炉
dudukedeshatanxiaoqi 嘟嘟可的沙滩小憩
dudukedeshoucangchugui 嘟嘟可的收藏橱柜
dudukedeqingliangzhisan 嘟嘟可的清凉之伞
chengboyouying 澄波游影
gutong 古铜
anhe 鞍褐
zhehuang 赭黄
taozong 陶棕
fanghuandexingzi 放欢的形姿
linjuzhirendebingyi 林居之人的秉意
fangjidechidu 纺缉的尺度
yucaideyanzhuzhifa 渔采的延贮之法
yucaidebianjizhiqiang 渔采的边际之墙
yucaideyuanshouliangfang 渔采的远售良方
yucaidezhizaoqiaoji 渔采的织造巧计
lumianzhiguang 露眠之光
huimuxuantaizhitaozhuo 辉木旋台制陶桌
huimubaibenzhiwujia 辉木白本置物架
sensuizhiguang 森邃之光
chengmuyingmianzhangzhuo 柽木硬面长桌
qianggu 强固
haibei 海贝
anyan 暗岩
yusanyidefuyanzhong 于散逸的浮烟中
liuguang 留光
rishaibanzhuangyanzhiwen 日晒般庄严之纹
chengmujiantieyuandun 柽木坚铁圆盾
chuixia 垂霞
huoyu 火羽
cangmang 藏芒
lancun 揽存
kuhui 枯回
xiuxie 休歇
panxing 攀行
yangong 掩攻
yanshou 严守
huimupuzhidiaolongqiang 辉木朴质雕栊墙
huimuanwendiban 辉木暗纹地板
huimukezhuotianhuaban 辉木刻斲天花板
huayebaixiangzhiguang 花叶百相之光
jingwuzhihua 憬悟之花
shusizhishu 熟思之树
yinmingzhiting 吟鸣之亭
youwangzhilou 悠望之楼
chaxiezhichu 茶歇之处
yanniaozhidi 烟袅之地
yankongzhandao 烟空栈道
shushaoxinbu 树梢信步
xiaozhuoliangbeidexianshi 小酌两杯的闲适
huimudingshenchuangta 辉木定神床榻
xunlinguandeqianji 巡林官的牵记
linjuzhirendeshanshi 林居之人的膳食
zhihuizhichengdejincai 智慧之城的金财
zhihuizhichengdexiangfeng 智慧之城的香风
zhihuizhichengdejiangang 智慧之城的坚刚
zhihuizhichengdetuomao 智慧之城的讬贸
chengjigongyuandeyinliang 澄寂宫园的荫凉
zhihuizhichengdebeishao 智慧之城的焙烧
zhihuizhichengdeqinpiao 智慧之城的勤朴
zhengwumuqiejiaozhangzhuo 证悟木切角长桌
yuxinxiangdeqingkuzhong 于馨香的清苦中
linjuzhirendemiaofang 林居之人的妙方
linjuzhirendezenghui 林居之人的增辉
linjuzhirendecunji 林居之人的存积
zhengwumutengyekaobeiyi 证悟木藤叶靠背椅
zhuoshizhididerouguang 卓识之地的柔光
jufeng 拒风
linjianqingge 林间轻歌
bainiaoqichang 百鸟齐唱
zhihuizhichengdejianluo 智慧之城的兼罗
zhihuizhichengdeningkang 智慧之城的宁康
zhihuizhichengdechaishi 智慧之城的差事
yeguomuchenliezhuo 业果木陈列桌
qingyazhisheng 清雅之声
chunhouzhisheng 醇厚之声
yeguomusanzongmianguanggaopai 业果木三纵面广告牌
chaxiedeyinliang 茶歇的阴凉
wujuyanshan 雾聚烟山
biboxunyu 碧波迅羽
sizhuyaoniao 丝竹遥袅
guquwangxuan 故曲往旋
lianyundiezhang 连云迭嶂
zhongyinmiyuan 衷音弥远
rongsha 熔沙
zhuoshizhidideyuxing 卓识之地的余醒
qingmiao 青苗
gengxundezhuhuo 更巡的烛火
ditingdezhuhuo 谛听的烛火
zhutieshuangyongbaideng 铸铁双用摆灯
chengmusanchongtigui 柽木三重屉柜
chengmutaoqizhiwugui 柽木陶器置物柜
maimiaobanchunjingzhiwen 麦苗般纯净之纹
chengmujiantiegongdun 柽木坚铁攻盾
liaokedefangxiang 疗渴的芳香
xingzhuangdailengduoyongping 星状带棱多用瓶
jixujingshuideyishu 积蓄净水的艺术
juzhihaishoudesizhi 拒止海兽的丝织
shengjiyuganshuangzhizhong 盛积于干爽之中
fenluoyuzhenxuanzhihou 纷罗于甄选之后
ningjingshenyedeshafeng 宁静深夜的沙风
aomosigangsanxingtongyongqizhongji 奥摩斯港三型通用起重机
huimuzhongxingzhitaojia 辉木重型制陶架
tieyushayujinqian 铁与沙与金钱
tieyuxueyupojia 铁与血与破甲
tieyushuiyuzhengqi 铁与水与蒸汽
yeguomuyuanhaiyehuohuojia 业果木远海液货货架
xianyulingyujiangui 弦与翎与箭轨
linzhongmishideqiaofang 林中觅食的巧方
fuhemucaichangtuhuoche 复合木材长途货车
zhuoseyuchendian 着色与沉淀
haojiaoyuxinchai 号角与薪柴
piaoyouzhiguang 飘悠之光
qinxizhiguang 寝息之光
fuhemucaigangneizhuanyunhuoche 复合木材港内转运货车
shuangchonglunjingshandihuoche 双重轮径山地货车
wanjiahuadengzhaolangyue 万家华灯照朗月
xiaoxiaohusheng 小小呼声
qiuxingkuangfeng 球形狂风
moguchongzhuang 蘑菇冲撞
dandanyuanyuan 弹弹圆圆
dandandudu 弹弹嘟嘟
chengjigongyuandechaxiang 澄寂宫园的茶香
chengjigongyuandegeyong 澄寂宫园的歌咏
zhihuizhichengdezhanwang 智慧之城的瞻望
zhihuizhichengdeqingping 智慧之城的青屏
zhihuizhichengdeqingdun 智慧之城的轻盾
zhihuizhichengdezhizhu 智慧之城的榰柱
huayingpiaoye 花影飘曳
guomufanyongjieti 果木泛用阶梯
moshabaishijieti 磨砂白石阶梯
zhuixingshangu 坠星山谷
fengxiaoshanpo 风啸山坡
cangfenggaodi 苍风高地
mingguanshandi 明冠山地
longjixueshan 龙脊雪山
bishuiyuan 碧水原
minlin 珉林
yunlaihai 云来海
lishajiao 璃沙郊
qiongjiye 琼玑野
cengyanjuyuan 层岩巨渊
mingshendao 鸣神岛
shenwuzhong 神无冢
bayundao 八酝岛
qinglaidao 清籁岛
haiqidao 海祇岛
heguan 鹤观
yuanxiagong 渊下宫
hushisen 护世森
atuohegu 阿陀河谷
erjingdian 二净甸
shanjiandi 善见地
daochenglin 道成林
shiluodemiaopu 失落的苗圃
huannalanna 桓那兰那
xiafengshidi 下风蚀地
liezhushayuan 列柱沙原
shangfengshidi 上风蚀地
qianheshadi 千壑沙地
budingdao 布丁岛
shuangshuangdao 双双岛
popodao 破破岛
weiweidao 危危岛
wangfengjiao 望风角
wangfengshandi 望风山地
xingluohu 星落湖
diyusenlin 低语森林
zhaixingya 摘星崖
qianfengshendian 千风神殿
mengdecheng 蒙德城
guojiuhu 果酒湖
fengqidi 风起地
yingxianghaitan 鹰翔海滩
dadawupagu 达达乌帕谷
shiyanjia 誓言岬
masikejiao 马斯克礁
qingquanzhen 清泉镇
benlangling 奔狼领
fenglongfeixu 风龙废墟
mingguanxia 明冠峡
fuxuezhilu 覆雪之路
xuezangzhidou 雪葬之都
mianlonggu 眠龙谷
xingyingdongku 星荧洞窟
hantianzhiding 寒天之钉
shimen 石门
dizhongzhiyan 地中之盐
dihuazhou 荻花洲
guiliyuan 归离原
yaoguangtan 瑶光滩
qingcezhuang 轻策庄
mingyunzhen 明蕴镇
luhuachi 渌华池
wuwangpo 无妄坡
jueyunjian 绝云间
huaguanglin 华光林
aocangshan 奥藏山
hulaoshan 琥牢山
nantianmen 南天门
qingyunding 庆云顶
cuijuepo 翠玦坡
liyuegang 璃月港
tianhengshan 天衡山
guyunge 孤云阁
dunyuling 遁玉陵
lingjuguan 灵矩关
qingxupu 青墟浦
tianqiugu 天遒谷
dimiankuangqu 地面矿区
juyuanzhikou 巨渊之口
liulifeng 琉璃峰
tiangongxia 天工峡
danshaya 丹砂崖
fuaogu 伏鳌谷
caiqiaogu 采樵谷
linshizhukuangdao 临时主矿道
juyuanzhukuangqu 巨渊主矿区
dixiashuize 地下水泽
qiqushiting 崎岖石厅
wumingyiji 无名遗迹
yingguangxiadao 荧光狭道
jusheyandong 巨蛇岩洞
daoqicheng 稻妻城
lidao 离岛
gantiancun 绀田村
baihuzhiye 白狐之野
ganjindao 甘金岛
zhenshouzhisen 镇守之森
shenliwufu 神里屋敷
yingxiangshan 影向山
mingshendashe 鸣神大社
huanghai 荒海
renliandao 刃连岛
tabeisha 踏鞴砂
jiutiaozhenwu 九条阵屋
mingchuitan 名椎滩
tengdouzhai 藤兜砦
feimucun 绯木村
tianyunqia 天云峠
qianlaishenshe 浅濑神社
qinglaiwan 清籁丸
yueshicun 越石村
pinghaizhai 平海砦
shanhugong 珊瑚宫
mengyunshenshe 曚云神社
wanglongcun 望泷村
shuiyuechi 水月池
zhibishan 知比山
qianlaishenci 千来神祠
jiminghaibin 笈名海滨
jianmingshan 菅名山
fengyuezhiye 逢岳之野
maozhijichang 茂知祭场
huositan 惑饲滩
shechangzhilu 蛇肠之路
xiajianzhijie 狭间之街
changyelingmiao 常夜灵庙
shexinzhidi 蛇心之地
dariyuyu 大日御舆
baquyanzhidi 八衢彦之地
baqujizhidi 八衢姬之地
qizhidi 歧之地
rongxunku 茸蕈窟
wuyuchoulin 无郁稠林
kasazhalaigong 卡萨扎莱宫
difujiuku 迪弗旧窟
weimozhuang 维摩庄
aomosigang 奥摩斯港
jiangzhumoshan 降诸魔山
juewangzhidian 觉王之殿
wangxidehuannalanna 往昔的桓那兰那
shazhongguli 沙中故里
shimengdeguotu 失梦的国土
channayuan 禅那园
yesongyoujing 谒颂幽境
shuitianconglin 水天丛林
kawanyi 喀万驿
tuhezhizuo 荼诃之座
yudejintou 雨的尽头
mengjinglinmang 梦景林莽
xumicheng 须弥城
jijingyuan 寂静园
jiaolingyuan 教令院
jingshangong 净善宫
dabazha 大巴扎
baoshangjie 宝商街
lidugu 离渡谷
tianbichi 天臂池
huachengguo 化城郭
xiangzuipo 香醉坡
arucun 阿如村
shazhiyan 沙之眼
huolizhijia 活力之家
sheshenbudao 舍身步道
chiwangling 赤王陵
miyishengdian 秘仪圣殿
baoyinzhiqiu 饱饮之丘
shuoshizhiqiu 铄石之丘
birangzhiqiu 避让之丘
fengraolvzhou 丰饶绿洲
tuheluogu 荼诃落谷
weiyufeilutianquyu 位于非露天区域
taniteluyingdi 塔尼特露营地
shenqidiange 神弃殿阁
jurenxiagu 巨人峡谷
wangzhexialang 亡者狭廊
zhaozhazhisha 啁哳之沙
bintieshaqiu 镔铁沙丘
wulvzhoudejieyi 五绿洲的孑遗
zhejinggu 折胫谷
yuwangxinggong 愚妄行宫
sanyunhezhidi 三运河之地
damashan 达马山
wufengjian 无锋剑
yinjian 银剑
lengren 冷刃
limingshenjian 黎明神剑
antiejian 暗铁剑
chihuyudao 吃虎鱼刀
feitianyujian 飞天御剑
xifengjian 西风剑
dijian 笛剑
zongshichangjian 宗室长剑
xialilongyin 匣里龙吟
shizuozhanyan 试作斩岩
tiefengci 铁蜂刺
heiyanchangjian 黑岩长剑
heijian 黑剑
anxiangshanguang 暗巷闪光
jianglinzhijian 降临之剑
fuzhizhijian 腐殖之剑
tianmuyingdadao 天目影打刀
chenshazhifangchui 辰砂之纺锤
longdiaopingyixin 笼钓瓶一心
yuanmudao 原木刀
xifusideyueguang 西福斯的月光
yixinchuanmingdao 一心传名刀
donghuafangshiyu 东花坊时雨
tiankongzhiren 天空之刃
cangguziyouzhishi 苍古自由之誓
zhuofengzhiren 斫峰之刃
panyanjielv 磐岩结绿
wuqiezhihuiguang 雾切之回光
boluanyuebaijingjin 波乱月白经津
shengxianzhiyao 圣显之钥
caiyecuiguang 裁叶萃光
xunliandajian 训练大剑
yongbingzhongjian 佣兵重剑
tieyingkuojian 铁影阔剑
muyulongxuedejian 沐浴龙血的剑
shiyingdajian 石英大剑
yilifuren 以理服人
feitiandayujian 飞天大御剑
xifengdajian 西风大剑
zhongjian 钟剑
zongshidajian 宗室大剑
yucai 雨裁
shizuoguhua 试作古华
baiyingjian 白影剑
heiyanzhandao 黑岩斩刀
chigujian 螭骨剑
qianyangujian 千岩古剑
xuezangdexingyin 雪葬的星银
xianzhuhaihuang 衔珠海皇
mahailadeshuise 玛海菈的水色
ewangwan 恶王丸
senlinwangqi 森林王器
shitiezhihua 饰铁之花
tiankongzhiao 天空之傲
songlaixiangqizhishi 松籁响起之时
wugongzhijian 无工之剑
chijiaoshikuichu 赤角石溃杵
weihaixinbiao 苇海信标
xinshouchangqiang 新手长枪
tiejianqiang 铁尖枪
yuemao 钺矛
heiyingqiang 黑缨枪
qigan 旗杆
xialimiechen 匣里灭辰
shizuoxinglian 试作星镰
liuyuezhen 流月针
heiyanciqiang 黑岩刺枪
juedouzhiqiang 决斗之枪
xifengchangqiang 西风长枪
zongshilieqiang 宗室猎枪
yuhuo 渔获
duanlangzhangqi 断浪长鳍
guanyueshi 贯月矢
fengxinzhifeng 风信之锋
humozhizhang 护摩之杖
guanhongzhishuo 贯虹之槊
hepuyuan 和璞鸢
xizai 息灾
ticaozhidaoguang 薙草之稻光
chishazhizhang 赤沙之杖
xuetubiji 学徒笔记
koudaimodaoshu 口袋魔导书
taolongyingjietan 讨龙英杰谭
yishijiexingji 异世界行记
feiyufaqiu 翡玉法球
jiajibaojue 甲级宝珏
hupoyue 琥珀玥
xifengmidian 西风秘典
liulangyuezhang 流浪乐章
zongshimifalu 宗室秘法录
xialiriyue 匣里日月
shizuojinpo 试作金珀
wanguozhuhaitupu 万国诸海图谱
heiyanfeiyu 黑岩绯玉
zhaoxin 昭心
anxiangdejiuyushi 暗巷的酒与诗
rendongzhiguo 忍冬之果
dudukegushiji 嘟嘟可故事集
baichenzhihuan 白辰之环
zhengshizhimingtong 证誓之明瞳
liulangdewanxing 流浪的晚星
yingmanzhishi 盈满之实
sifengyuandian 四风原典
chenshizhisuo 尘世之锁
bumieyuehua 不灭月华
shenlezhizhenyi 神乐之真意
qianyefumeng 千夜浮梦
tulaiduladehuiyi 图莱杜拉的回忆
liegong 猎弓
liliandeliegong 历练的猎弓
shensheshouzhishi 神射手之誓
fanqugong 反曲弓
dangong 弹弓
xinshi 信使
heitangong 黑檀弓
xifengliegong 西风猎弓
juexian 绝弦
zongshizhanggong 宗室长弓
gongcang 弓藏
shizuodanyue 试作澹月
ganglungong 钢轮弓
heiyanzhangong 黑岩战弓
cangcuiliegong 苍翠猎弓
anxianglieshou 暗巷猎手
luoxia 落霞
youyehuaerzi 幽夜华尔兹
fenghuazhisong 风花之颂
lveshizhe 掠食者
mengyunzhiyue 曚云之月
wangxiajinshi 王下近侍
jieze 竭泽
amosizhigong 阿莫斯之弓
zhongmojietanzhishi 终末嗟叹之诗
dongjibaixing 冬极白星
ruoshui 若水
feileizhixianzhen 飞雷之弦振
lierenzhijing 猎人之径
chuxuezhezhiyu 初学者之羽
chuxuezhezhihua 初学者之花
yiguozhizhan 异国之盏
guixiangzhiyu 归乡之羽
ganbiezhiguan 感别之冠
gurenzhixin 故人之心
zhuguangzhishi 逐光之石
yongshidezhuangxing 勇士的壮行
yongshideqixu 勇士的期许
yongshideguanmian 勇士的冠冕
yongshidexunzhang 勇士的勋章
yongshidejianyi 勇士的坚毅
shouhuzhimin 守护之皿
shouhuhuiyin 守护徽印
shouhushudai 守护束带
shouhuzhihua 守护之花
shouhuzuozhong 守护座钟
qijizhibei 奇迹之杯
qijizhiyu 奇迹之羽
qijierzhui 奇迹耳坠
qijizhihua 奇迹之花
qijizhisha 奇迹之沙
zhankuangdegubei 战狂的骨杯
zhankuangdelingyu 战狂的翎羽
zhankuangdeguimian 战狂的鬼面
zhankuangdeqiangwei 战狂的蔷薇
zhankuangdeshiji 战狂的时计
wurendejiubei 武人的酒杯
wurendeyushi 武人的羽饰
wurendetoujin 武人的头巾
wurendehonghua 武人的红花
wurendeshuilou 武人的水漏
jiaoguandechabei 教官的茶杯
jiaoguandeyushi 教官的羽饰
jiaoguandexionghua 教官的胸花
jiaoguandehuaibiao 教官的怀表
dutudetouzhong 赌徒的骰盅
dutudeyushi 赌徒的羽饰
dutudexionghua 赌徒的胸花
dutudehuaibiao 赌徒的怀表
liufangzhezhibei 流放者之杯
liufangzhezhiyu 流放者之羽
liufangzhezhihua 流放者之花
liufangzhehuaibiao 流放者怀表
maoxianjiajinbei 冒险家金杯
maoxianjiaweiyu 冒险家尾羽
maoxianjiazhihua 冒险家之花
maoxianjiahuaibiao 冒险家怀表
xingyunerzhibei 幸运儿之杯
xingyuneryingyu 幸运儿鹰羽
xingyunerlvhua 幸运儿绿花
xingyunershalou 幸运儿沙漏
xueshidemobei 学士的墨杯
xueshideyubi 学士的羽笔
xueshidejingpian 学士的镜片
xueshideshuqian 学士的书签
xueshideshizhong 学士的时钟
youyideyaohu 游医的药壶
youyidexiaoyu 游医的枭羽
youyideyinlian 游医的银莲
youyidehuaizhong 游医的怀钟
bianjiehanshuangdeaogu 遍结寒霜的傲骨
cuibingerxingdezhiwang 摧冰而行的执望
lijingfengxuedesinian 历经风雪的思念
bingxueguyuandezhongqi 冰雪故园的终期
pingleizhiqi 平雷之器
pingleizhiyu 平雷之羽
pingleizhiguan 平雷之冠
pingleizhixin 平雷之心
pingleizhike 平雷之刻
duhuozhedexingwu 渡火者的醒悟
duhuozhedejietuo 渡火者的解脱
duhuozhedezhihui 渡火者的智慧
duhuozhedejuejue 渡火者的决绝
duhuozhedejianao 渡火者的煎熬
shaonvpiankedexianxia 少女片刻的闲暇
shaonvpiaoyaodesinian 少女飘摇的思念
shaonvyishidefangyan 少女易逝的芳颜
yuanfangdeshaonvzhixin 远方的少女之心
shaonvkuduandeliangchen 少女苦短的良辰
juedoushidehanzui 角斗士的酣醉
juedoushideguisu 角斗士的归宿
juedoushidekaixuan 角斗士的凯旋
juedoushideliulian 角斗士的留恋
juedoushidexiji 角斗士的希冀
cuilvlierenderongqi 翠绿猎人的容器
lierenqingcuidejianyu 猎人青翠的箭羽
yehuajiyidelvye 野花记忆的绿野
cuilvlierendeduding 翠绿猎人的笃定
yinyouzhezhihu 吟游者之壶
qinshidejianyu 琴师的箭羽
zhihuidelimao 指挥的礼帽
yuetuandechenguang 乐团的晨光
zhongmudeshiji 终幕的时计
beifengzhizhan 北风之盏
xuecangzhiyu 雪藏之羽
binghezhiguan 冰河之冠
lindongshuangxin 凛冬霜心
ningbingchengsha 凝冰成砂
jiangleidexiongzhao 降雷的凶兆
leizaidejieyi 雷灾的孑遗
leiniaodelianmin 雷鸟的怜悯
leitingdeshiji 雷霆的时计
monvdexinzhihuo 魔女的心之火
monvchangranzhiyu 魔女常燃之羽
monvdeyanzhihua 魔女的炎之花
monvpomiezhishi 魔女破灭之时
zongshiyinweng 宗室银瓮
zongshizhiling 宗室之翎
zongshimianju 宗室面具
zongshizhihua 宗室之花
zongshishiji 宗室时计
ranxueqishizhibei 染血骑士之杯
ranxuedeheizhiyu 染血的黑之羽
ranxuedetiejiamian 染血的铁假面
ranxuedetiezhixin 染血的铁之心
qishiranxuezhishi 骑士染血之时
jihuoliguan 祭火礼冠
jishuiliguan 祭水礼冠
jileiliguan 祭雷礼冠
jifengliguan 祭风礼冠
jibingliguan 祭冰礼冠
chanyanzuosuzhizun 巉岩琢塑之樽
cuoequnfengzhiyi 嵯峨群峰之翼
pantuolieshengzhihua 磐陀裂生之花
xingluoguibizhigui 星罗圭璧之晷
